Rank,Year,Movie,Worldwide,Domestic,International
891,1998,The Horse Whisperer,"$186,883,563 ","$75,383,563 ","$111,500,000 "
892,2009,Knowing,"$186,450,317 ","$79,957,634 ","$106,492,683 "
893,2001,Atlantis: The Lost Empire,"$186,049,020 ","$84,052,762 ","$101,996,258 "
894,2018,Wu Shuang,"$186,027,770 ",,"$186,027,770 "
895,2009,Paul Blart: Mall Cop,"$185,904,750 ","$146,336,178 ","$39,568,572 "
896,2006,Inside Man,"$185,798,265 ","$88,634,237 ","$97,164,028 "
897,2017,Pitch Perfect 3,"$185,736,412 ","$104,897,530 ","$80,838,882 "
898,2007,I Now Pronounce You Chuck and Larry,"$185,708,462 ","$119,725,280 ","$65,983,182 "
899,2019,The White Storm 2: Drug Lords,"$185,427,900 ",,"$185,427,900 "
900,1977,The Spy Who Loved Me,"$185,400,000 ","$46,800,000 ","$138,600,000 "
901,1937,Snow White and the Seven Dwarfs,"$184,925,486 ","$184,925,486 ",
902,2002,Road to Perdition,"$183,354,514 ","$104,054,514 ","$79,300,000 "
903,2016,Storks,"$183,353,431 ","$72,679,278 ","$110,674,153 "
904,1986,Aliens,"$183,300,764 ","$85,160,248 ","$98,140,516 "
905,2002,Gangs of New York,"$183,124,621 ","$77,730,500 ","$105,394,121 "
906,1992,Wayne's World,"$183,097,323 ","$121,697,323 ","$61,400,000 "
907,1994,Maverick,"$183,015,237 ","$101,631,272 ","$81,383,965 "
908,2003,Daredevil,"$182,782,518 ","$102,543,518 ","$80,239,000 "
909,2016,Du cheng feng yun III,"$182,579,909 ",,"$182,579,909 "
910,2002,Sweet Home Alabama,"$182,365,114 ","$127,214,072 ","$55,151,042 "
911,1991,Cape Fear,"$182,291,969 ","$79,091,969 ","$103,200,000 "
912,1995,While You Were Sleeping,"$182,057,016 ","$81,057,016 ","$101,000,000 "
913,2015,Jupiter Ascending,"$181,982,519 ","$47,482,519 ","$134,500,000 "
914,1996,The Birdcage,"$181,760,553 ","$124,060,553 ","$57,700,000 "
915,2006,Poseidon,"$181,674,817 ","$60,674,817 ","$121,000,000 "
916,1996,The First Wives Club,"$181,489,203 ","$105,489,203 ","$76,000,000 "
917,2009,He's Just Not That Into You,"$181,053,657 ","$93,953,653 ","$87,100,004 "
918,2006,Déjà Vu,"$181,038,616 ","$64,038,616 ","$117,000,000 "
919,2016,Bad Moms,"$180,998,716 ","$113,257,297 ","$67,741,419 "
920,2004,Scooby-Doo 2: Monsters Unleashed,"$180,856,996 ","$84,185,387 ","$96,671,609 "
921,2013,12 Years a Slave,"$180,790,756 ","$56,671,993 ","$124,118,763 "
922,2008,Eagle Eye,"$180,585,259 ","$101,440,743 ","$79,144,516 "
923,1999,The Haunting,"$180,188,905 ","$91,188,905 ","$89,000,000 "
924,2012,The Dictator,"$180,148,897 ","$59,650,222 ","$120,498,675 "
925,2011,Hugo,"$180,047,784 ","$73,864,507 ","$106,183,277 "
926,2017,The Post,"$179,769,457 ","$81,903,458 ","$97,865,999 "
927,2006,Flushed Away,"$179,357,126 ","$64,665,672 ","$114,691,454 "
928,2003,The League of Extraordinary Gentlemen,"$179,265,204 ","$66,465,204 ","$112,800,000 "
929,2001,Moulin Rouge,"$179,199,536 ","$57,386,369 ","$121,813,167 "
930,1995,Dangerous Minds,"$178,919,401 ","$84,919,401 ","$94,000,000 "
931,2006,Scary Movie 4,"$178,710,620 ","$90,710,620 ","$88,000,000 "
